amenitiesId,amenities
LONAMT205,"['Wifi', 'Kitchen', 'Dryer', 'Hair dryer', 'TV', 'Iron', 'Hangers', 'Washer', 'Heating', 'Essentials', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Carbon monoxide alarm', 'Fire extinguisher', 'Lock on bedroom door', 'Smoke alarm', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Freezer', 'Microwave', 'Mini fridge', 'Oven', 'Refrigerator', 'Stove', 'Backyard', 'Paid parking off premises', 'Long term stays allowed', 'Keypad']"
LONAMT206,"['Wifi', 'Kitchen', 'Dedicated workspace', 'Hair dryer', 'TV', 'Shampoo', 'Iron', 'Hangers', 'Washer', 'Heating', 'Essentials', 'Bathtub', 'Cleaning products', 'Conditioner', 'Hot water', 'Shower gel', 'Bed linens', 'Clothing storage', 'Carbon monoxide alarm', 'Smoke alarm', 'Coffee maker', 'Cooking basics', 'Dining table', 'Dishes and silverware', 'Dishwasher', 'Freezer', 'Hot water kettle', 'Microwave', 'Oven', 'Refrigerator', 'Stove', 'Toaster', 'Free street parking', 'Long term stays allowed', 'Lockbox']"
LONAMT207,"['Elevator', 'Wifi', 'Kitchen', 'Dryer', 'Hair dryer', 'Shampoo', 'Hangers', 'Washer', 'Heating', 'Essentials', 'Cleaning products', 'Hot water', 'Bed linens', 'Clothing storage', 'Drying rack for clothing', 'Carbon monoxide alarm', 'Fire extinguisher', 'Smoke alarm', 'Baking sheet', 'Bread maker', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Freezer', 'Hot water kettle', 'Mini fridge', 'Oven', 'Refrigerator', 'Stove', 'Lockbox']"
LONAMT208,"['Wifi', 'Dedicated workspace', 'Heating', 'Essentials', 'Bathtub', 'Carbon monoxide alarm', 'Smoke alarm', 'Paid parking on premises', 'Host greets you']"
LONAMT209,"['Free parking on premises', 'Wifi', 'Kitchen', 'Dedicated workspace', 'TV', 'Iron', 'Washer', 'Essentials', 'Smoke alarm', 'Bathtub', 'Body soap', 'Bed linens', 'Extra pillows and blankets', 'Dishes and silverware', 'Cooking basics', 'Host greets you', 'Portable fans', 'Conditioner', 'Cleaning products', 'Clothing storage']"
LONAMT210,"['Air conditioning', 'Wifi', 'Kitchen', 'Dryer', 'Dedicated workspace', 'Hair dryer', 'TV', 'Iron', 'Hangers', 'Washer', 'Heating', 'Essentials', 'Bathtub', 'Body soap', 'Cleaning products', 'Hot water', 'Bed linens', 'Clothing storage', 'Drying rack for clothing', 'Extra pillows and blankets', 'Ceiling fan', 'First aid kit', 'Smoke alarm', 'Cooking basics', 'Dishes and silverware', 'Freezer', 'Hot water kettle', 'Microwave', 'Oven', 'Refrigerator', 'Rice maker', 'Stove', 'Toaster', 'Wine glasses', 'Long term stays allowed']"
LONAMT211,"['Elevator', 'Gym', 'Air conditioning', 'Wifi', 'Kitchen', 'Cable TV', 'Dryer', 'Dedicated workspace', 'Hair dryer', 'TV', 'Shampoo', 'Iron', 'Hangers', 'Washer', 'Heating', 'Essentials', 'Body soap', 'Cleaning products', 'Conditioner', 'Hot water', 'Shower gel', 'Bed linens', 'Drying rack for clothing', 'Extra pillows and blankets', 'Room-darkening shades', 'Safe', 'Babysitter recommendations', 'Crib', 'Portable fans', 'Carbon monoxide alarm', 'Fire extinguisher', 'Smoke alarm', 'Coffee maker', 'Cooking basics', 'Dining table', 'Dishes and silverware', 'Dishwasher', 'Microwave', 'Nespresso machine', 'Oven', 'Stove', 'Toaster', 'Wine glasses', 'Private entrance', 'Paid parking on premises', 'Cleaning before checkout', 'Long term stays allowed']"
LONAMT212,"['Elevator', 'Wifi', 'Kitchen', 'Dryer', 'Hair dryer', 'Shampoo', 'Iron', 'Hangers', 'Washer', 'Heating', 'Essentials', 'Bathtub', 'Body soap', 'Cleaning products', 'Hot water', 'Shower gel', 'Bed linens', 'Clothing storage', 'Drying rack for clothing', 'Extra pillows and blankets', 'Lock on bedroom door', 'Baking sheet', 'Cooking basics', 'Dining table', 'Dishes and silverware', 'Freezer', 'Hot water kettle', 'Microwave', 'Oven', 'Toaster', 'Wine glasses', 'Waterfront', 'Patio or balcony']"
LONAMT213,"['Elevator', 'Wifi', 'Dryer', 'Hair dryer', 'TV', 'Shampoo', 'Iron', 'Hangers', 'Washer', 'Heating', 'Essentials', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Carbon monoxide alarm', 'Fire extinguisher', 'Smoke alarm', 'Patio or balcony', 'Host greets you']"
LONAMT214,"['Kitchen', 'TV', 'Washer']"
LONAMT215,"['Free parking on premises', 'Hot tub', 'Wifi', 'Dedicated workspace', 'Hangers', 'Washer', 'Heating', 'Essentials', 'Hot water', 'Smoke alarm']"
LONAMT216,"['Free parking on premises', 'Air conditioning', 'Hot tub', 'Wifi', 'Kitchen', 'Dryer', 'Dedicated workspace', 'TV', 'Shampoo', 'Hangers', 'Washer', 'Heating', 'Essentials', 'Free street parking', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Lockbox', 'Private entrance', 'Outlet covers', 'Bathtub', 'Children’s books and toys', 'Window guards', 'Room-darkening shades', 'Children’s dinnerware', 'Hot water', 'Body soap', 'Bed linens', 'Extra pillows and blankets', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Oven', 'Patio or balcony', 'Backyard', 'Long term stays allowed', 'Hot water kettle', 'Ceiling fan', 'Dining table', 'Freezer', 'Shower gel', 'Cleaning products', 'Drying rack for clothing', 'Clothing storage']"
LONAMT217,"['Elevator', 'Air conditioning', 'Wifi', 'Kitchen', 'Hair dryer', 'TV', 'Iron', 'Hangers', 'Washer', 'Essentials', 'Bathtub', 'Cleaning products', 'Shower gel', 'Fire extinguisher', 'Smoke alarm', 'Cooking basics', 'Dining table', 'Dishes and silverware', 'Dishwasher', 'Hot water kettle', 'Microwave', 'Oven', 'Refrigerator', 'Toaster', 'Laundromat nearby', 'Long term stays allowed']"
LONAMT218,"['Wifi', 'Kitchen', 'Dedicated workspace', 'Hair dryer', 'TV', 'Hangers', 'Washer', 'Heating', 'Essentials', 'Cleaning products', 'Hot water', 'Bed linens', 'Clothing storage', 'Drying rack for clothing', 'Extra pillows and blankets', 'Portable fans', 'Carbon monoxide alarm', 'Smoke alarm', 'Cooking basics', 'Dining table', 'Dishes and silverware', 'Dishwasher', 'Freezer', 'Hot water kettle', 'Microwave', 'Oven', 'Refrigerator', 'Stove', 'Toaster', 'Wine glasses', 'Private entrance', 'BBQ grill', 'Backyard', 'Outdoor dining area', 'Outdoor furniture', 'Single level home', 'Long term stays allowed']"
LONAMT219,"['Free parking on premises', 'Wifi', 'Breakfast', 'Cable TV', 'Dedicated workspace', 'Hair dryer', 'TV', 'Shampoo', 'Iron', 'Hangers', 'Washer', 'Heating', 'Essentials', 'Bathtub', 'Body soap', 'Cleaning products', 'Conditioner', 'Hot water', 'Shower gel', 'Bed linens', 'Clothing storage', 'Drying rack for clothing', 'Extra pillows and blankets', 'Sound system', 'Board games', 'Portable fans', 'Carbon monoxide alarm', 'First aid kit', 'Smoke alarm', 'Coffee maker', 'Dining table', 'Dishes and silverware', 'Hot water kettle', 'Microwave', 'Refrigerator', 'Wine glasses', 'Backyard', 'Outdoor furniture', 'Patio or balcony', 'Paid parking off premises', 'Long term stays allowed', 'Luggage dropoff allowed', 'Host greets you']"
LONAMT220,"['Free parking on premises', 'Air conditioning', 'Hot tub', 'Wifi', 'Kitchen', 'Dryer', 'Hair dryer', 'TV', 'Shampoo', 'Iron', 'Hangers', 'Washer', 'Heating', 'Essentials', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Carbon monoxide alarm', 'First aid kit', 'Smoke alarm', 'Pocket wifi', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Oven', 'Refrigerator', 'Stove', 'Laundromat nearby', 'Private entrance', 'BBQ grill', 'Backyard', 'Patio or balcony', 'Free street parking', 'Lockbox']"
LONAMT221,"['Wifi', 'Kitchen', 'Hair dryer', 'TV', 'Shampoo', 'Iron', 'Washer', 'Heating', 'Essentials', 'Hot water', 'Bed linens', 'Pack ’n play/Travel crib', 'Fire extinguisher', 'Smoke alarm', 'Dishes and silverware', 'Dishwasher', 'Microwave', 'Oven', 'Refrigerator', 'Stove', 'Private entrance', 'Backyard', 'Paid parking on premises', 'Luggage dropoff allowed']"
LONAMT222,"['Air conditioning', 'Wifi', 'Kitchen', 'TV', 'Iron', 'Washer', 'Heating', 'Essentials', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Keypad', 'Hot water', 'Body soap', 'Dishes and silverware', 'Cooking basics', 'Cleaning products']"
LONAMT223,"['Wifi', 'Kitchen', 'Hair dryer', 'TV', 'Shampoo', 'Iron', 'Washer', 'Heating', 'Essentials', 'Body soap', 'Cleaning products', 'Conditioner', 'Hot water', 'Shower gel', 'Bed linens', 'Clothing storage', 'Extra pillows and blankets', 'Crib', 'Carbon monoxide alarm', 'Fire extinguisher', 'Smoke alarm', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Microwave', 'Refrigerator', 'Long term stays allowed', 'Luggage dropoff allowed', 'Lockbox']"
LONAMT224,"['Wifi', 'Kitchen', 'TV', 'Washer', 'Heating', 'Essentials', 'Smoke alarm', 'Carbon monoxide alarm', 'Lockbox', 'Hot water', 'Bed linens', 'Dishes and silverware', 'Cooking basics', 'Clothing storage']"
LONAMT225,"['Elevator', 'Free parking on premises', 'Wifi', 'Kitchen', 'Dedicated workspace', 'Hair dryer', 'Shampoo', 'Iron', 'Hangers', 'Heating', 'Essentials', 'Hot water', 'Shower gel', 'Bed linens', 'Carbon monoxide alarm', 'Smoke alarm', 'Cooking basics', 'Dishes and silverware', 'Refrigerator', 'Host greets you']"
LONAMT226,"['Wifi', 'Kitchen', 'Dryer', 'Hair dryer', 'TV', 'Shampoo', 'Iron', 'Hangers', 'Washer', 'Heating', 'Essentials', 'Hot water', 'Bed linens', 'Room-darkening shades', 'Carbon monoxide alarm', 'Fire extinguisher', 'First aid kit', 'Smoke alarm', 'Cooking basics', 'Dishes and silverware', 'Dishwasher', 'Microwave', 'Oven', 'Refrigerator', 'Stove', 'Private entrance', 'Long term stays allowed', 'Luggage dropoff allowed', 'Host greets you']"
LONAMT227,"['Free parking on premises', 'Gym', 'Wifi', 'Kitchen', 'Cable TV', 'Dryer', 'Dedicated workspace', 'Hair dryer', 'TV', 'Shampoo', 'Iron', 'Hangers', 'Washer', 'Heating', 'Essentials', 'Bathtub', 'Body soap', 'Cleaning products', 'Conditioner', 'Hot water', 'Shower gel', 'Bed linens', 'Drying rack for clothing', 'Extra pillows and blankets', 'Ethernet connection', 'Game console', 'Sound system', 'Babysitter recommendations', 'Children’s books and toys', 'High chair', 'Portable fans', 'Carbon monoxide alarm', 'Fire extinguisher', 'First aid kit', 'Lock on bedroom door', 'Smoke alarm', 'Pocket wifi', 'Baking sheet', 'Barbecue utensils', 'Coffee maker', 'Cooking basics', 'Dining table', 'Dishes and silverware', 'Dishwasher', 'Freezer', 'Hot water kettle', 'Microwave', 'Mini fridge', 'Oven', 'Refrigerator', 'Rice maker', 'Stove', 'Toaster', 'Wine glasses', 'BBQ grill', 'Bikes', 'Backyard', 'Outdoor dining area', 'Outdoor furniture', 'EV charger', 'Free street parking', 'Single level home', 'Cleaning before checkout', 'Long term stays allowed', 'Luggage dropoff allowed', 'Lockbox']"
LONAMT228,"['Air conditioning', 'Wifi', 'Kitchen', 'Indoor fireplace', 'Dryer', 'Dedicated workspace', 'Hair dryer', 'TV', 'Shampoo', 'Iron', 'Hangers', 'Washer', 'Heating', 'Essentials', 'Bathtub', 'Hot water', 'Shower gel', 'Bed linens', 'Clothing storage', 'Crib', 'Carbon monoxide alarm', 'Smoke alarm', 'Cooking basics', 'Dining table', 'Dishes and silverware', 'Dishwasher', 'Hot water kettle', 'Refrigerator', 'Stove', 'Private entrance', 'Backyard', 'Outdoor dining area', 'Outdoor furniture', 'EV charger', 'Paid parking off premises', 'Lockbox']"
LONAMT229,"['Elevator', 'Wifi', 'Kitchen', 'Dryer', 'Hair dryer', 'TV', 'Shampoo', 'Hangers', 'Heating', 'Essentials', 'Smoke alarm', 'Carbon monoxide alarm', 'Bathtub', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Hot water kettle', 'Bidet', 'Dining table', 'Freezer', 'Cleaning products']"
LONAMT230,"['Air conditioning', 'Wifi', 'Kitchen', 'Hair dryer', 'TV', 'Iron', 'Washer', 'Heating', 'Hot water', 'Smoke alarm', 'Cooking basics', 'Keypad']"
LONAMT231,"['Elevator', 'Air conditioning', 'Wifi', 'Dedicated workspace', 'Hair dryer', 'TV', 'Shampoo', 'Iron', 'Hangers', 'Heating', 'Essentials', 'Hot water', 'Bed linens', 'Smoke alarm', 'Coffee maker', 'Long term stays allowed', 'Keypad']"
LONAMT232,"['Elevator', 'Wifi', 'Kitchen', 'Dryer', 'Dedicated workspace', 'TV', 'Washer', 'Essentials', 'Bathtub', 'Cleaning products', 'Drying rack for clothing', 'Cooking basics', 'Dining table', 'Dishes and silverware', 'Hot water kettle', 'Oven', 'Refrigerator', 'Toaster', 'Wine glasses', 'Patio or balcony', 'Host greets you']"
LONAMT233,"['Free parking on premises', 'Wifi', 'Kitchen', 'Cable TV', 'Dryer', 'Laptop-friendly workspace', 'Hair dryer', 'TV', 'Shampoo', 'Iron', 'Hangers', 'Washer', 'Heating', 'Essentials', 'Hot water', 'Children’s books and toys', 'Crib', 'High chair', 'Free street parking', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Dishwasher', 'Microwave', 'Refrigerator', 'Oven', 'Stove', 'Building staff', 'Luggage dropoff allowed', 'Long term stays allowed', 'Fire extinguisher', 'Carbon monoxide alarm', 'Smoke alarm']"
LONAMT234,"['Elevator', 'Air conditioning', 'Wifi', 'Kitchen', 'Cable TV', 'Dryer', 'Laptop-friendly workspace', 'Hair dryer', 'TV', 'Shampoo', 'Iron', 'Hangers', 'Washer', 'Heating', 'Essentials', 'Microwave', 'Refrigerator', 'Oven', 'Carbon monoxide alarm', 'Smoke alarm']"
LONAMT235,"['Free parking on premises', 'Pool', 'Gym', 'Hot tub', 'Wifi', 'Kitchen', 'Dedicated workspace', 'Hair dryer', 'TV', 'Shampoo', 'Iron', 'Hangers', 'Washer', 'Heating', 'Essentials', 'Paid parking off premises', 'Free street parking', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Private entrance', 'Outlet covers', 'Bathtub', 'Window guards', 'Game console', 'Hot water', 'Body soap', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'BBQ grill', 'Backyard', 'Long term stays allowed', 'Hot water kettle', 'Outdoor dining area', 'Sound system', 'Dining table', 'Toaster', 'Outdoor furniture', 'Paid parking on premises', 'Freezer', 'Shower gel', 'Barbecue utensils', 'Cleaning products', 'Drying rack for clothing', 'Clothing storage', 'Wine glasses']"
LONAMT236,"['Wifi', 'Kitchen', 'Cable TV', 'Dedicated workspace', 'Hair dryer', 'TV', 'Shampoo', 'Iron', 'Hangers', 'Washer', 'Heating', 'Essentials', 'Smoke alarm', 'Hot water', 'Body soap', 'Bed linens', 'Microwave', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Long term stays allowed', 'Host greets you', 'Hot water kettle', 'Dining table', 'Toaster', 'Freezer', 'Shower gel', 'Conditioner', 'Clothing storage', 'Wine glasses']"
LONAMT237,"['Wifi', 'Dedicated workspace', 'TV', 'Washer', 'Lock on bedroom door']"
LONAMT238,"['Free parking on premises', 'Air conditioning', 'Wifi', 'Kitchen', 'Dedicated workspace', 'Hair dryer', 'TV', 'Iron', 'Washer', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Lockbox']"
LONAMT239,"['Free parking on premises', 'Wifi', 'Kitchen', 'Dryer', 'Dedicated workspace', 'Iron', 'Hangers', 'Washer', 'Heating', 'Essentials', 'Cleaning products', 'Hot water', 'Bed linens', 'Clothing storage', 'Drying rack for clothing', 'Extra pillows and blankets', 'Room-darkening shades', 'Carbon monoxide alarm', 'Smoke alarm', 'Baking sheet', 'Coffee maker', 'Cooking basics', 'Dining table', 'Dishes and silverware', 'Freezer', 'Hot water kettle', 'Oven', 'Refrigerator', 'Stove', 'Toaster', 'Wine glasses', 'Private entrance', 'Free street parking', 'Long term stays allowed', 'Luggage dropoff allowed']"
LONAMT240,"['Air conditioning', 'Wifi', 'Kitchen', 'Dedicated workspace', 'Hair dryer', 'TV', 'Iron', 'Hangers', 'Washer', 'Heating', 'Essentials', 'Cleaning products', 'Hot water', 'Bed linens', 'Clothing storage', 'First aid kit', 'Smoke alarm', 'Cooking basics', 'Dishes and silverware', 'Freezer', 'Hot water kettle', 'Microwave', 'Oven', 'Refrigerator', 'Toaster', 'Wine glasses', 'Long term stays allowed']"
LONAMT241,"['Wifi', 'Kitchen', 'Dedicated workspace', 'TV', 'Washer', 'Carbon monoxide alarm', 'Smoke alarm', 'Paid parking on premises']"
LONAMT242,"['Wifi', 'Dedicated workspace', 'Shampoo', 'Iron', 'Hangers', 'Heating', 'Essentials', 'Paid parking off premises', 'Smoke alarm', 'Carbon monoxide alarm', 'Bathtub', 'Hot water', 'Bed linens', 'Host greets you', 'Board games', 'Shower gel', 'Cleaning products', 'Clothing storage']"
LONAMT243,"['Elevator', 'Air conditioning', 'Wifi', 'Kitchen', 'Dedicated workspace', 'Hair dryer', 'TV', 'Shampoo', 'Iron', 'Hangers', 'Washer', 'Heating', 'Essentials', 'Bathtub', 'Body soap', 'Cleaning products', 'Conditioner', 'Hot water', 'Shower gel', 'Bed linens', 'Clothing storage', 'Drying rack for clothing', 'Extra pillows and blankets', 'Carbon monoxide alarm', 'First aid kit', 'Smoke alarm', 'Cooking basics', 'Dining table', 'Dishes and silverware', 'Freezer', 'Hot water kettle', 'Microwave', 'Oven', 'Refrigerator', 'Rice maker', 'Stove', 'Toaster', 'Wine glasses', 'Laundromat nearby', 'Patio or balcony', 'Paid parking on premises', 'Cleaning before checkout', 'Long term stays allowed']"
LONAMT244,"['Wifi', 'Kitchen', 'Dedicated workspace', 'TV', 'Shampoo', 'Hangers', 'Washer', 'Heating', 'Essentials', 'Pack ’n play/Travel crib', 'Carbon monoxide alarm', 'Smoke alarm', 'Cooking basics', 'Keypad']"
LONAMT245,"['Wifi', 'Kitchen', 'Cable TV', 'Dryer', 'Hair dryer', 'TV', 'Iron', 'Hangers', 'Washer', 'Heating', 'Essentials', 'Paid parking off premises', 'Smoke alarm', 'First aid kit', 'Fire extinguisher', 'Bathtub', 'Children’s books and toys', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Host greets you', 'Hot water kettle', 'Mini fridge', 'Sound system', 'Dining table', 'Toaster', 'Freezer', 'Piano', 'Portable fans', 'Baking sheet', 'Cleaning products', 'Clothing storage', 'Wine glasses']"
LONAMT246,"['Elevator', 'Wifi', 'Kitchen', 'Dryer', 'Hair dryer', 'Shampoo', 'Iron', 'Hangers', 'Washer', 'Heating', 'Essentials', 'Hot water', 'Extra pillows and blankets', 'Carbon monoxide alarm', 'Fire extinguisher', 'Lock on bedroom door', 'Smoke alarm', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Microwave', 'Oven', 'Refrigerator', 'Stove', 'Long term stays allowed', 'Host greets you']"
LONAMT247,"['Free parking on premises', 'Wifi', 'Dedicated workspace', 'Hair dryer', 'Shampoo', 'Hangers', 'Heating', 'Essentials', 'Hot water', 'Coffee maker', 'Dishes and silverware', 'Microwave', 'Refrigerator', 'Backyard', 'Free street parking']"
LONAMT248,"['Free parking on premises', 'Wifi', 'Kitchen', 'Hair dryer', 'TV', 'Shampoo', 'Iron', 'Hangers', 'Washer', 'Heating', 'Essentials', 'Cleaning products', 'Hot water', 'Shower gel', 'Bed linens', 'Drying rack for clothing', 'Extra pillows and blankets', 'Outlet covers', 'Carbon monoxide alarm', 'Fire extinguisher', 'First aid kit', 'Smoke alarm', 'Dining table', 'Dishes and silverware', 'Dishwasher', 'Freezer', 'Hot water kettle', 'Microwave', 'Mini fridge', 'Refrigerator', 'Toaster', 'Wine glasses', 'Private entrance', 'Backyard', 'Outdoor dining area', 'Outdoor furniture', 'Free street parking', 'Long term stays allowed', 'Luggage dropoff allowed', 'Host greets you']"
LONAMT249,"['Wifi', 'Kitchen', 'Cable TV', 'Dryer', 'Dedicated workspace', 'Hair dryer', 'TV', 'Iron', 'Hangers', 'Washer', 'Heating', 'Essentials', 'Hot water', 'Free street parking', 'Cooking basics', 'Dishes and silverware', 'Dishwasher', 'Oven', 'Refrigerator', 'Stove', 'Lockbox', 'Private entrance', 'Long term stays allowed', 'Bed linens', 'Carbon monoxide alarm', 'Smoke alarm']"
LONAMT250,"['Kitchen', 'Dryer', 'Hair dryer', 'Iron', 'Washer', 'Heating', 'Essentials', 'Bathtub', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Carbon monoxide alarm', 'Smoke alarm', 'Cooking basics', 'Dishes and silverware', 'Dishwasher', 'Freezer', 'Oven', 'Refrigerator', 'Stove', 'BBQ grill', 'Backyard', 'Paid parking off premises', 'Single level home', 'Cleaning available during stay', 'Long term stays allowed', 'Smart lock']"
LONAMT251,"['Wifi', 'Kitchen', 'Hair dryer', 'TV', 'Shampoo', 'Iron', 'Washer', 'Heating', 'Essentials', 'Smoke alarm']"
LONAMT252,"['Wifi', 'Kitchen', 'Hair dryer', 'Shampoo', 'Iron', 'Hangers', 'Washer', 'Heating', 'Essentials', 'Bed linens', 'Smoke alarm', 'Cooking basics', 'Dishes and silverware', 'Dishwasher', 'Microwave', 'Oven', 'Refrigerator', 'Stove', 'Private entrance', 'Backyard', 'Patio or balcony']"
LONAMT253,"['Elevator', 'Wifi', 'Kitchen', 'Dryer', 'Dedicated workspace', 'Hair dryer', 'TV', 'Shampoo', 'Iron', 'Hangers', 'Washer', 'Heating', 'Essentials', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Bathtub', 'Pack ’n play/Travel crib', 'Room-darkening shades', 'Hot water', 'Body soap', 'Bed linens', 'Extra pillows and blankets', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Long term stays allowed', 'Hot water kettle', 'Kitchenette', 'Mini fridge', 'Dining table', 'Freezer', 'Portable fans', 'Shower gel', 'Conditioner', 'Cleaning products', 'Drying rack for clothing', 'Clothing storage', 'Wine glasses']"
LONAMT254,"['Wifi', 'Kitchen', 'Indoor fireplace', 'Dryer', 'Hair dryer', 'TV', 'Shampoo', 'Iron', 'Hangers', 'Washer', 'Essentials', 'Bathtub', 'Hot water', 'Bed linens', 'Room-darkening shades', 'Smoke alarm', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Dishwasher', 'Microwave', 'Oven', 'Refrigerator', 'Stove', 'Paid parking off premises', 'Single level home', 'Long term stays allowed', 'Luggage dropoff allowed', 'Host greets you']"
LONAMT255,"['Elevator', 'Wifi', 'Breakfast', 'Kitchen', 'Dryer', 'Dedicated workspace', 'Shampoo', 'Iron', 'Hangers', 'Washer', 'Heating', 'Essentials', 'Body soap', 'Hot water', 'Bed linens', 'Clothing storage', 'Extra pillows and blankets', 'Piano', 'Ping pong table', 'Pool table', 'Sound system', 'Board games', 'Crib', 'Portable fans', 'Carbon monoxide alarm', 'Fire extinguisher', 'Lock on bedroom door', 'Smoke alarm', 'Cooking basics', 'Dishes and silverware', 'Hot water kettle', 'Microwave', 'Oven', 'Refrigerator', 'Laundromat nearby', 'Bikes', 'Backyard', 'Outdoor dining area', 'Outdoor furniture', 'Patio or balcony', 'Paid parking off premises', 'Cleaning available during stay', 'Long term stays allowed', 'Luggage dropoff allowed', 'Building staff']"
LONAMT256,"['Free parking on premises', 'Wifi', 'Kitchen', 'Dryer', 'Dedicated workspace', 'TV', 'Washer', 'Heating', 'Smoke alarm', 'Carbon monoxide alarm', 'Pack ’n play/Travel crib', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'BBQ grill', 'Outdoor dining area', 'Paid parking on premises']"
LONAMT257,"['Elevator', 'Wifi', 'Kitchen', 'Dryer', 'Hair dryer', 'TV', 'Shampoo', 'Iron', 'Hangers', 'Washer', 'Heating', 'Essentials', 'Body soap', 'Cleaning products', 'Conditioner', 'Hot water', 'Shower gel', 'Bed linens', 'Clothing storage', 'Drying rack for clothing', 'Portable fans', 'Carbon monoxide alarm', 'Fire extinguisher', 'First aid kit', 'Smoke alarm', 'Baking sheet', 'Cooking basics', 'Dining table', 'Dishes and silverware', 'Dishwasher', 'Freezer', 'Hot water kettle', 'Microwave', 'Oven', 'Refrigerator', 'Stove', 'Toaster', 'Wine glasses', 'Paid parking off premises', 'Long term stays allowed', 'Lockbox']"
LONAMT258,"['Elevator', 'Wifi', 'Kitchen', 'Dryer', 'Dedicated workspace', 'Hair dryer', 'TV', 'Iron', 'Hangers', 'Washer', 'Heating', 'Essentials', 'Cleaning products', 'Hot water', 'Bed linens', 'Clothing storage', 'Drying rack for clothing', 'Extra pillows and blankets', 'Sound system', 'Board games', 'Pack ’n play/Travel crib', 'Portable fans', 'Fire extinguisher', 'Smoke alarm', 'Cooking basics', 'Dining table', 'Dishes and silverware', 'Dishwasher', 'Freezer', 'Hot water kettle', 'Microwave', 'Refrigerator', 'Stove', 'Wine glasses', 'Outdoor dining area', 'Outdoor furniture', 'Patio or balcony', 'Single level home', 'Long term stays allowed', 'Lockbox']"
LONAMT259,"['Hot tub', 'Kitchen', 'Indoor fireplace', 'Washer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Outdoor dining area']"
LONAMT260,"['Wifi', 'Kitchen', 'Cable TV', 'Hair dryer', 'TV', 'Shampoo', 'Iron', 'Hangers', 'Washer', 'Heating', 'Essentials', 'Hot water', 'Shower gel', 'Bed linens', 'Extra pillows and blankets', 'Carbon monoxide alarm', 'Fire extinguisher', 'Smoke alarm', 'Cooking basics', 'Dishes and silverware', 'Dishwasher', 'Microwave', 'Oven', 'Refrigerator', 'Stove', 'Private entrance', 'Backyard', 'Patio or balcony', 'Paid parking off premises', 'Long term stays allowed']"
LONAMT261,"['Elevator', 'Air conditioning', 'Wifi', 'Kitchen', 'Dryer', 'Dedicated workspace', 'Hair dryer', 'TV', 'Shampoo', 'Iron', 'Hangers', 'Washer', 'Heating', 'Essentials', 'Paid parking off premises', 'Smoke alarm', 'Carbon monoxide alarm', 'Bathtub', 'Hot water', 'Body soap', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Hot water kettle', 'Kitchenette', 'Dining table', 'Toaster', 'Freezer', 'Shower gel', 'Conditioner', 'Laundromat nearby', 'Cleaning products', 'Drying rack for clothing', 'Clothing storage']"
LONAMT262,"['Wifi', 'Breakfast', 'Kitchen', 'Shampoo', 'Washer', 'Heating', 'Essentials', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Carbon monoxide alarm', 'Fire extinguisher', 'Smoke alarm', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Oven', 'Refrigerator', 'Stove', 'Waterfront', 'Paid parking on premises', 'Single level home', 'Long term stays allowed', 'Luggage dropoff allowed', 'Host greets you']"
