listingId,airbnbPropertyId,bedrooms,bathrooms,maxGuests,listingTitle,propertyType,listingType,listingURL,pictureURL,createdDate,cancellationPolicy,instantBookable,petsAllowed
LONLIS325,39218992,1,1,1,Bed in 9 Bed Female Dorm Ensuite,Room in hostel,hotel_room,http://airbnb.com/rooms/39218992,https://a0.muscache.com/im/pictures/6fff3e84-d8d3-4214-a886-4c650292771f.jpg?aki_policy=small,31/07/2023,moderate,False,False
LONLIS326,11212814,1,1,2,Bright & central garden-view double bedroom,Private room in home,private_room,http://airbnb.com/rooms/11212814,https://a0.muscache.com/im/pictures/23c360f0-3e10-4dce-ae44-cc93c62e6eac.jpg?aki_policy=small,21/07/2022,strict_14_with_grace_period,False,False
LONLIS327,33036086,2,2,4,Boutique apt with Balcony near Notting Hill,Entire apartment,entire_home,http://airbnb.com/rooms/33036086,https://a0.muscache.com/im/pictures/4a6d4234-7610-4e8e-ae61-5b57a5924d5e.jpg?aki_policy=small,13/02/2021,moderate,False,False
LONLIS328,7.11496E+17,1,2,2,_Spacious studio / 1 min from Earls Court station,Entire rental unit,entire_home,http://airbnb.com/rooms/711496237291084683,https://a0.muscache.com/im/pictures/miso/Hosting-711496237291084683/original/bcc8e699-079b-4dbe-8cc3-e3be923dbe8f.jpeg?aki_policy=small,18/01/2023,Not Specified,False,False
LONLIS329,7.91174E+17,1,1,2,One Bedroom Apartment with Private Outside Space,Entire rental unit,entire_home,http://airbnb.com/rooms/791173635885784437,https://a0.muscache.com/im/pictures/miso/Hosting-791173635885784437/original/49549abe-24e9-4292-a605-62a59401ab85.jpeg?aki_policy=small,19/01/2023,Not Specified,False,False
LONLIS330,21606261,2,2,4,Charming Chelsea Apartment,Entire rental unit,entire_home,http://airbnb.com/rooms/21606261,https://a0.muscache.com/im/pictures/2093cec0-1752-4582-9ec3-338eeb7cf6b7.jpg?aki_policy=small,12/12/2022,moderate,False,False
LONLIS331,6.91187E+17,1,1,2,HFT87-B4 Professionally designed studio prime area,Entire rental unit,entire_home,http://airbnb.com/rooms/691186542728826301,https://a0.muscache.com/im/pictures/miso/Hosting-691186542728826301/original/24344a76-92be-4e17-96cd-89c609376e04.jpeg?aki_policy=small,22/05/2023,Not Specified,False,False
LONLIS332,16538391,3,3,7,"Elegant & Spacious 3 Bedroom Duplex, S. Kensington",Entire rental unit,entire_home,http://airbnb.com/rooms/16538391,https://a0.muscache.com/im/pictures/264fa166-d303-4f7a-badb-a1631e20e04f.jpg?aki_policy=small,08/10/2022,strict_14_with_grace_period,False,False
LONLIS333,22156211,2,2,5,Bright Spacious 2bed 2bath in Battersea,Entire rental unit,entire_home,http://airbnb.com/rooms/22156211,https://a0.muscache.com/im/pictures/931ed671-7a10-4eee-8124-e96dbcc6e29e.jpg?aki_policy=small,31/07/2023,moderate,False,False
LONLIS334,6.28261E+17,2,2,4,"1 King  Bed, 2 Single Beds, Central London",Private room in rental unit,private_room,http://airbnb.com/rooms/628261238310656205,https://a0.muscache.com/im/pictures/miso/Hosting-628261238310656205/original/87c05c90-cc49-4ba1-91f2-1b61eefacc82.jpeg?aki_policy=small,18/01/2023,Not Specified,False,False
LONLIS335,36142140,4,2,6,Stylish house in bustling area by train and park,Entire home,entire_home,http://airbnb.com/rooms/36142140,https://a0.muscache.com/im/pictures/2e6aa543-53c6-42c3-aadb-43b1fd5e95e2.jpg?aki_policy=small,12/12/2022,flexible,False,False
LONLIS336,8.77532E+17,1,1,3,1 bed Flat in Kennington Lane.,Entire rental unit,entire_home,http://airbnb.com/rooms/877532451092640264,https://a0.muscache.com/im/pictures/miso/Hosting-877532451092640264/original/fa7f73c9-ff53-4265-8676-e02c4ba7f806.jpeg?aki_policy=small,22/05/2023,Not Specified,False,False
LONLIS337,30432979,1,1,1,PRIVATE DOUBLE BACK BEDROOM OVERLOOKS GARDEN,Private room in home,private_room,http://airbnb.com/rooms/30432979,https://a0.muscache.com/im/pictures/cb8c3eac-ad3a-4c34-a7ec-472cfbfe32ce.jpg?aki_policy=small,31/07/2023,moderate,False,False
LONLIS338,8.44891E+17,1,2,2,One Double En-suite Room Available,Private room in home,private_room,http://airbnb.com/rooms/844891170958469410,https://a0.muscache.com/im/pictures/miso/Hosting-844891170958469410/original/be5ec1b4-52f8-4459-b0ad-983f01b8b1f9.jpeg?aki_policy=small,22/05/2023,Not Specified,False,False
LONLIS339,6.97922E+17,1,2,3,1 bed room entire house in London Greenwich,Entire townhouse,entire_home,http://airbnb.com/rooms/697921529843497414,https://a0.muscache.com/im/pictures/miso/Hosting-697921529843497414/original/ebf9f6d4-9f61-485a-b84a-2f219587aba5.jpeg?aki_policy=small,18/01/2023,Not Specified,False,False
LONLIS340,13877904,1,2,2,Great private bedroom near heathrow,Private room in home,private_room,http://airbnb.com/rooms/13877904,https://a0.muscache.com/im/pictures/4258da5d-cfb6-4868-9b2d-bcbbb9c52bf9.jpg?aki_policy=small,12/12/2022,strict_14_with_grace_period,False,False
LONLIS341,37656772,2,1,3," A day in london this is the pad for you""",Entire condo,entire_home,http://airbnb.com/rooms/37656772,https://a0.muscache.com/im/pictures/miso/Hosting-37656772/original/52e44b36-cba3-4623-b5c8-b0f18a19283a.jpeg?aki_policy=small,12/12/2022,Not Specified,False,False
LONLIS342,8.46275E+17,1,1,2,Exclusive - 1 Bed next to Wembley Stadium,Entire rental unit,entire_home,http://airbnb.com/rooms/846275413979608597,https://a0.muscache.com/im/pictures/miso/Hosting-846275413979608597/original/cd4358c3-e4b6-49e0-9c68-323246260760.jpeg?aki_policy=small,31/07/2023,Not Specified,False,False
LONLIS343,7.41754E+17,2,2,5,"Beautiful, Luxury Garden Apt - Centre Notting Hill",Entire condo,entire_home,http://airbnb.com/rooms/741754281341490259,https://a0.muscache.com/im/pictures/miso/Hosting-741754281341490259/original/5b427c4d-eaba-4385-83b9-529be03d2971.jpeg?aki_policy=small,31/07/2023,Not Specified,False,False
LONLIS344,51015433,2,2,4,"Notting Hill 2 bed-2 bath flat, 2min to Portobello",Entire rental unit,entire_home,http://airbnb.com/rooms/51015433,https://a0.muscache.com/im/pictures/miso/Hosting-51015433/original/e4a47d07-4505-406e-ac4d-b02ebc831ca3.jpeg?aki_policy=small,07/01/2022,better_strict_with_grace_period,False,False
LONLIS345,21560124,1,1,2,Bright and Unique 1 Bed Apt near Paddington!,Entire rental unit,entire_home,http://airbnb.com/rooms/21560124,https://a0.muscache.com/im/pictures/1345d7c0-745c-4d42-a8de-da7672f739ac.jpg?aki_policy=small,21/07/2022,moderate,False,False
LONLIS346,9.22415E+17,1,1,4,Lovely 1 bed flat by Hyde Park,Entire rental unit,entire_home,http://airbnb.com/rooms/922415464555050642,https://a0.muscache.com/im/pictures/miso/Hosting-922415464555050642/original/1c285190-4ff4-4a01-9369-681e3c95f217.jpeg?aki_policy=small,01/08/2023,Not Specified,False,False
LONLIS347,7.42097E+17,2,1,3,2-bedroom near Notting Hill,Private room in condo,private_room,http://airbnb.com/rooms/742097393430937189,https://a0.muscache.com/im/pictures/miso/Hosting-636262319929868918/original/b54d139b-6d31-470d-860f-c615776a6da5.jpeg?aki_policy=small,31/07/2023,Not Specified,False,False
LONLIS348,8.44075E+17,1,1,2,Brondesbury centrally located gem,Entire rental unit,entire_home,http://airbnb.com/rooms/844075062720532034,https://a0.muscache.com/im/pictures/miso/Hosting-844075062720532034/original/88c797e5-4fd7-42ae-89a9-1c9855cd973d.jpeg?aki_policy=small,22/05/2023,Not Specified,False,False
LONLIS349,22254597,1,1,8,Large private room in hostel perfect for groups,Shared room in home,shared_room,http://airbnb.com/rooms/22254597,https://a0.muscache.com/im/pictures/miso/Hosting-22254597/original/9fe8a63c-7bf3-47d0-9c0c-fb14721716f8.jpeg?aki_policy=small,31/07/2023,moderate,False,False
LONLIS350,20410813,1,1,1,@Abbey Road DBL+EnSuite,Private room in rental unit,private_room,http://airbnb.com/rooms/20410813,https://a0.muscache.com/im/pictures/443c70fe-eb2f-42ba-88f7-f5b6b9ecbec9.jpg?aki_policy=small,12/12/2022,flexible,False,False
LONLIS351,8.46343E+17,1,1,2,Flat in London,Entire rental unit,entire_home,http://airbnb.com/rooms/846343413591181039,https://a0.muscache.com/im/pictures/miso/Hosting-846343413591181039/original/ddec26d2-0771-4492-b3a3-79ef3ba566ac.jpeg?aki_policy=small,31/07/2023,Not Specified,False,False
LONLIS352,11880064,Studio,1,4,Stunning Studio by Hyde Park,Entire rental unit,entire_home,http://airbnb.com/rooms/11880064,https://a0.muscache.com/im/pictures/e663c13e-f463-421f-9ccc-be5ede868b25.jpg?aki_policy=small,31/07/2023,Not Specified,False,False
LONLIS353,9.05763E+17,Studio,1,4,[Bayswater-Hyde park] London Studio Apartment,Entire rental unit,entire_home,http://airbnb.com/rooms/905763377099285984,https://a0.muscache.com/im/pictures/miso/Hosting-905763377099285984/original/8cecee53-e2d6-4c4f-a3e5-c5920d7f30fb.png?aki_policy=small,31/07/2023,Not Specified,False,False
LONLIS354,7.45388E+17,3,2,7,Spacious top floor 3 Bed Apartment in Paddington,Entire condo,entire_home,http://airbnb.com/rooms/745388471267363803,https://a0.muscache.com/im/pictures/miso/Hosting-744799150182193803/original/722f071a-62d0-45dc-9751-c04794eecb5d.png?aki_policy=small,31/07/2023,Not Specified,False,False
LONLIS355,9.14567E+17,3,2,6,Stunning 3 bedrooms Central London Marble Arch,Entire rental unit,entire_home,http://airbnb.com/rooms/914566731285650339,https://a0.muscache.com/im/pictures/miso/Hosting-914566731285650339/original/1fb5f642-bc0a-46c9-b29b-c15d7db5f525.jpeg?aki_policy=small,31/07/2023,Not Specified,False,False
LONLIS356,7.86187E+17,1,1,3,Lovely 1 Bedroom Apartment near Marble Arch,Entire condo,entire_home,http://airbnb.com/rooms/786187396959208139,https://a0.muscache.com/im/pictures/prohost-api/Hosting-786187396959208139/original/8ee57989-a7ad-4efa-b11c-42f764ee455f.jpeg?aki_policy=small,19/01/2023,Not Specified,False,False
LONLIS357,20917673,1,1,4,"Designer Flat,  St John’s Wood",Entire rental unit,entire_home,http://airbnb.com/rooms/20917673,https://a0.muscache.com/im/pictures/miso/Hosting-20917673/original/736a998f-326d-422d-aac7-8b6e98d2566f.jpeg?aki_policy=small,18/01/2023,Not Specified,False,False
LONLIS358,8.48585E+17,1,1,3,Remarkable Studio Apartment in Central London,Entire rental unit,entire_home,http://airbnb.com/rooms/848585486327789453,https://a0.muscache.com/im/pictures/70637321-c522-4e01-818e-dcf5d8d08c6a.jpg?aki_policy=small,31/07/2023,Not Specified,False,False
LONLIS359,16716437,2,2,6,Stunning Mayfair Flat Two Bedroom & Two Bathrooms Hanover Sq,Entire rental unit,entire_home,http://airbnb.com/rooms/16716437,https://a0.muscache.com/im/pictures/9751f6bc-8b8a-4814-a36b-7c815c2fcdc8.jpg?aki_policy=small,08/10/2022,strict_14_with_grace_period,False,False
LONLIS360,6.14246E+17,1,1,2,*Prime Location* Unique cosy room in Oxford Circus,Private room in rental unit,private_room,http://airbnb.com/rooms/614246224199766677,https://a0.muscache.com/im/pictures/miso/Hosting-614246224199766677/original/19ae7bbc-96ec-4729-b9f2-cb148cfc3fa3.jpeg?aki_policy=small,18/01/2023,Not Specified,False,False
LONLIS361,8.89252E+17,2,2,4,The Beyond Expectations Loft Style,Entire rental unit,entire_home,http://airbnb.com/rooms/889251772377639383,https://a0.muscache.com/im/pictures/c000ea5c-20ce-4381-a816-0db7274dacc2.jpg?aki_policy=small,22/05/2023,Not Specified,False,False
LONLIS362,38318664,Studio,1,2,Fitzrovia Studio Uno | Walk everywhere in central London,Entire rental unit,entire_home,http://airbnb.com/rooms/38318664,https://a0.muscache.com/im/pictures/00d1dc56-07cb-4c8c-a97d-6e24397ad92d.jpg?aki_policy=small,31/07/2023,Not Specified,False,False
LONLIS363,21407880,Studio,1,3,Fitzrovia Studio 3 - the Best Neighbourhood in London,Entire rental unit,entire_home,http://airbnb.com/rooms/21407880,https://z1.muscache.cn/im/pictures/prohost-api/Hosting-21407880/original/1e5e89d5-b84f-4c36-837d-f5ad899434d3.jpeg?aki_policy=small,12/12/2022,super_strict_30,False,False
LONLIS364,7.8042E+17,1,2,2,Cosy Bedroom in Camden Market,Private room in home,private_room,http://airbnb.com/rooms/780420391346361376,https://z1.muscache.cn/im/pictures/miso/Hosting-780420391346361376/original/174b2fe6-5a54-49e0-bb0a-6cd6a2b4eb4e.jpeg?aki_policy=small,19/01/2023,Not Specified,False,False
LONLIS365,53215051,1,2,4,"Bright, spacious 1-bed Apt. 5min from Camden Town",Entire condo,entire_home,http://airbnb.com/rooms/53215051,https://a0.muscache.com/im/pictures/23153b54-a8dc-47c1-9416-22e953c7ce05.jpg?aki_policy=small,31/07/2023,moderate,False,False
LONLIS366,8.9144E+17,1,1,3,Tranquil Terra - Cozy and Soothing Vibe,Entire rental unit,entire_home,http://airbnb.com/rooms/891439838538973021,https://a0.muscache.com/im/pictures/miso/Hosting-891439838538973021/original/52f9c388-8f47-4036-8915-a19006905e57.jpeg?aki_policy=small,31/07/2023,Not Specified,False,False
LONLIS367,7.03388E+17,2,1,4,Bright 2-bed - Great travel links & free parking,Entire condo,entire_home,http://airbnb.com/rooms/703388082933621701,https://a0.muscache.com/im/pictures/miso/Hosting-703388082933621701/original/e1af4b90-f1ab-46ba-abf0-b1079dbe61a7.jpeg?aki_policy=small,18/01/2023,Not Specified,False,False
LONLIS368,37944372,1,2,2,Private double bedroom in the heart of Wembley,Private room in home,private_room,http://airbnb.com/rooms/37944372,https://a0.muscache.com/im/pictures/miso/Hosting-37944372/original/c17610d7-405c-4c05-ae7d-682a507a8410.jpeg?aki_policy=small,12/12/2022,Not Specified,False,False
LONLIS369,7.51232E+17,2,1,4,Luxury 2 bed apartment in Wembley - London,Entire rental unit,entire_home,http://airbnb.com/rooms/751232160834881073,https://a0.muscache.com/im/pictures/10bdcd79-6584-44fd-987a-f5c89dea20d2.jpg?aki_policy=small,31/07/2023,Not Specified,False,False
LONLIS370,9.01348E+17,2,1,6,Spacious One Bedroom Flat near Notting Hill,Entire rental unit,entire_home,http://airbnb.com/rooms/901347797782219627,https://a0.muscache.com/im/pictures/miso/Hosting-901347797782219627/original/d28c71e3-c17c-4914-9657-15df062e98da.jpeg?aki_policy=small,31/07/2023,Not Specified,False,False
LONLIS371,8.17563E+17,1,2,5,Cozy Apartment /Sleep 5/ London,Entire rental unit,entire_home,http://airbnb.com/rooms/817562552458501282,https://a0.muscache.com/im/pictures/miso/Hosting-817562552458501282/original/4d0c3202-ad22-4fde-84f5-a8ac018eca5d.jpeg?aki_policy=small,31/07/2023,Not Specified,False,False
LONLIS372,9.3392E+17,1,1,2,Calm & Inviting 1BD Flat - Ladbroke Grove!,Entire rental unit,entire_home,http://airbnb.com/rooms/933919666105399987,https://a0.muscache.com/im/pictures/miso/Hosting-933919666105399987/original/d8c15d27-4c31-40c6-8bca-35abd04a9c39.jpeg?aki_policy=small,01/08/2023,Not Specified,False,False
LONLIS373,7.76634E+17,1,1,4,Charming Shepherds Bush Apartment | Pass the Keys,Entire condo,entire_home,http://airbnb.com/rooms/776633915262209026,https://a0.muscache.com/im/pictures/miso/Hosting-776633915262209026/original/0a3137d9-e242-4115-bca5-861c584cc6ca.jpeg?aki_policy=small,19/01/2023,Not Specified,False,False
LONLIS374,8.56412E+17,2,1,6,The Notting Hill Apartment,Entire rental unit,entire_home,http://airbnb.com/rooms/856412319646148267,https://a0.muscache.com/im/pictures/miso/Hosting-856412319646148267/original/014f3ac2-3865-4628-a505-9b150b5af448.jpeg?aki_policy=small,22/05/2023,Not Specified,False,False
LONLIS375,35006717,1,1,3,Hi-Tech Smart Studio Ladbroke Grove (New Design),Entire loft,entire_home,http://airbnb.com/rooms/35006717,https://a0.muscache.com/im/pictures/94cf4f5c-c9a1-4b23-bf60-b8f59846ab7c.jpg?aki_policy=small,22/07/2022,strict_14_with_grace_period,False,False
LONLIS376,8.47111E+17,2,1,4,Bright Spacious Maida Vale Flat 5-min from Station,Entire condo,entire_home,http://airbnb.com/rooms/847110686362218201,https://a0.muscache.com/im/pictures/miso/Hosting-847110686362218201/original/9153e7be-e024-411c-8bf5-882806868132.jpeg?aki_policy=small,31/07/2023,Not Specified,False,False
LONLIS377,6.73678E+17,2,2,6,2bed 2bath bright victorian house. Private garden,Entire townhouse,entire_home,http://airbnb.com/rooms/673678325143169937,https://a0.muscache.com/im/pictures/miso/Hosting-667145126056355415/original/6dc9082d-2d67-4493-9c14-ad6c1b5862c7.jpeg?aki_policy=small,18/01/2023,Not Specified,False,False
LONLIS378,39125964,1,1,6,Flat on Queensway Near Hyde Park & Tube Stations,Entire rental unit,entire_home,http://airbnb.com/rooms/39125964,https://a0.muscache.com/im/pictures/miso/Hosting-39125964/original/df78a9ca-6bfe-4b8b-a7d1-36880eab92eb.jpeg?aki_policy=small,22/07/2022,moderate,False,False
LONLIS379,8.36884E+17,Studio,1,2,Modern Apartment in Knightsbridge next to Harrods,Entire condo,entire_home,http://airbnb.com/rooms/836884284067857679,https://a0.muscache.com/im/pictures/miso/Hosting-836884284067857679/original/e4fc314f-6602-48b9-9cda-8c4cf5382787.jpeg?aki_policy=small,31/07/2023,Not Specified,False,False
LONLIS380,8.58604E+17,2,2,6,Charming 2-Bed in Central London,Entire rental unit,entire_home,http://airbnb.com/rooms/858604302394319859,https://a0.muscache.com/im/pictures/miso/Hosting-735556134618822565/original/72bc79ad-3fc6-4550-9ab9-4e8f3b1f9283.jpeg?aki_policy=small,22/05/2023,Not Specified,False,False
LONLIS381,54252149,2,2,4,Lovely 2 Bedroom Apartment in Mayfair,Entire condo,entire_home,http://airbnb.com/rooms/54252149,https://a0.muscache.com/im/pictures/miso/Hosting-54252149/original/f60e0355-3ef1-46c7-afbb-e15634ea753e.jpeg?aki_policy=small,26/04/2022,Not Specified,False,False
LONLIS382,7.8284E+17,3,4,6,Penthouse,Entire rental unit,entire_home,http://airbnb.com/rooms/782840108952891714,https://a0.muscache.com/im/pictures/miso/Hosting-782840108952891714/original/2ca08460-f79d-41ef-900d-6864be40024a.jpeg?aki_policy=small,19/01/2023,Not Specified,False,False
LONLIS383,6.1942E+17,2,2,4,2 Bed Chiltern Street Apartment Marylebone D,Entire condo,entire_home,http://airbnb.com/rooms/619420177516583211,https://a0.muscache.com/im/pictures/miso/Hosting-619420177516583211/original/f4f332f2-f12e-4302-baca-aed3fb2f0d82.jpeg?aki_policy=small,18/01/2023,Not Specified,False,False
LONLIS384,40196672,3,2,7,Oxford Circus House,Entire home,entire_home,http://airbnb.com/rooms/40196672,https://a0.muscache.com/im/pictures/042208f9-dbe3-4150-884c-6a43899068de.jpg?aki_policy=small,12/12/2022,strict_14_with_grace_period,False,False
LONLIS385,9.31142E+17,1,1,2,"Central, cool room, warm host",Private room in guesthouse,private_room,http://airbnb.com/rooms/931141529683001551,https://a0.muscache.com/im/pictures/miso/Hosting-931141529683001551/original/a60be71c-d47a-4b7c-8f25-7078a2ca622d.jpeg?aki_policy=small,01/08/2023,Not Specified,False,False
LONLIS386,5.99225E+17,1,1,2,Private Studio flat near central London,Entire condo,entire_home,http://airbnb.com/rooms/599225075680730335,https://a0.muscache.com/im/pictures/72c90d58-2cce-4894-8f3b-6b071ddc5b71.jpg?aki_policy=small,31/07/2023,Not Specified,False,False
LONLIS387,5.4698E+17,1,1,4,Charming 1 Bed Flat Camden 5 min walk/tube station,Entire rental unit,entire_home,http://airbnb.com/rooms/546979713929713890,https://a0.muscache.com/im/pictures/6902d5e5-db16-46bc-8f4d-f3b4bacdebd6.jpg?aki_policy=small,18/01/2023,Not Specified,False,False
LONLIS388,7.48611E+17,1,1,3,"Family flat, central London, walk to attractions",Entire rental unit,entire_home,http://airbnb.com/rooms/748610576447152349,https://a0.muscache.com/im/pictures/1a9d3343-b425-4e0c-a911-10d17b16384e.jpg?aki_policy=small,18/01/2023,Not Specified,False,False
LONLIS389,6.78873E+17,1,1,2,Cosy En-Suite Studio With Kitchenette In Camden,Entire serviced apartment,entire_home,http://airbnb.com/rooms/678873325482062171,https://a0.muscache.com/im/pictures/miso/Hosting-621403798369935879/original/91773023-cc93-47c3-b271-88a9077a41c2.jpeg?aki_policy=small,31/07/2023,Not Specified,False,False
LONLIS390,39337469,1,1,2,Clean and Spacious Room in an Artists Home,Private room in condo,private_room,http://airbnb.com/rooms/39337469,https://a0.muscache.com/im/pictures/f7dd4750-10e3-4c6a-9d5e-04b31ca97ec5.jpg?aki_policy=small,12/12/2022,strict_14_with_grace_period,False,False
LONLIS391,9.17992E+17,1,1,1,Single studio close to Greenwich,Entire rental unit,entire_home,http://airbnb.com/rooms/917992396208908603,https://a0.muscache.com/im/pictures/prohost-api/Hosting-917992396208908603/original/7da93319-83c5-4470-9594-2f8dafcae9ef.jpeg?aki_policy=small,01/08/2023,Not Specified,False,False
LONLIS392,8.00102E+17,1,1,2,Luxury Penthouse in Canary Wharf,Private room in rental unit,private_room,http://airbnb.com/rooms/800101626718282878,https://a0.muscache.com/im/pictures/miso/Hosting-800101626718282878/original/7c0bfe1a-60e3-405c-a99e-dada1188c694.jpeg?aki_policy=small,19/01/2023,Not Specified,False,False
LONLIS393,6.25061E+17,5,5,10,5 Bedroom Detached with great views of Northalla.,Entire bungalow,entire_home,http://airbnb.com/rooms/625060806850242583,https://a0.muscache.com/im/pictures/ba345ab6-9c41-45b5-8aea-a402b1717a98.jpg?aki_policy=small,18/01/2023,Not Specified,False,False
LONLIS394,7.59419E+17,1,1,2,Double room with private bathroom,Private room in bed and breakfast,private_room,http://airbnb.com/rooms/759419014765362738,https://a0.muscache.com/im/pictures/miso/Hosting-759419014765362738/original/eb92f1a8-e3ba-49bb-94a7-bf81d6689a05.jpeg?aki_policy=small,18/01/2023,Not Specified,False,False
LONLIS395,9.38233E+17,4,4,6,Stunning 4 bed home w/ garden,Entire home,entire_home,http://airbnb.com/rooms/938232573944983169,https://a0.muscache.com/im/pictures/miso/Hosting-938232573944983169/original/cb90e45e-0abe-4239-a22b-e9066a6dab59.png?aki_policy=small,01/08/2023,Not Specified,False,False
LONLIS396,52433828,Studio,1,3,Minimalistic loft apartment at Notting Hill-Zone 1,Entire loft,entire_home,http://airbnb.com/rooms/52433828,https://a0.muscache.com/im/pictures/miso/Hosting-52433828/original/09c55d11-8018-4a7f-a59c-c69ef032db08.jpeg?aki_policy=small,31/07/2023,strict_14_with_grace_period,False,False
LONLIS397,9.48213E+17,1,1,2,*Studio flat in Bayswater*,Entire rental unit,entire_home,http://airbnb.com/rooms/948212899307304679,https://a0.muscache.com/im/pictures/c5291d06-d949-4586-b433-ec709d50e246.jpg?aki_policy=small,22/08/2023,Not Specified,False,False
LONLIS398,7.81019E+17,1,1,2,Stylish & Spacious 1BD Flat - Maida Vale,Entire rental unit,entire_home,http://airbnb.com/rooms/781018518118513454,https://a0.muscache.com/im/pictures/miso/Hosting-781018518118513454/original/ce16d315-8ab6-4f65-9fef-b9c73c297faf.jpeg?aki_policy=small,19/01/2023,Not Specified,False,False
LONLIS399,6.79021E+17,2,2,5,Beautiful 2 Bedroom Apartment in West Hampstead,Entire serviced apartment,entire_home,http://airbnb.com/rooms/679021372550211273,https://a0.muscache.com/im/pictures/miso/Hosting-679021372550211273/original/14a1a147-8e34-4d56-99c2-5cdf7b743f23.jpeg?aki_policy=small,18/01/2023,Not Specified,False,False
LONLIS400,8.86924E+17,1,1,2,Marylebone Stylish Apartment - PrimeCentral London,Entire rental unit,entire_home,http://airbnb.com/rooms/886924458449316334,https://a0.muscache.com/im/pictures/miso/Hosting-630278446601317097/original/cc23d935-0059-4b87-9d33-8f9316e8f92b.jpeg?aki_policy=small,22/05/2023,Not Specified,False,False
LONLIS401,7.07028E+17,1,2,2,Designer Apartment in Mayfair/Regent Street,Entire condo,entire_home,http://airbnb.com/rooms/707028153008083889,https://a0.muscache.com/im/pictures/miso/Hosting-707028153008083889/original/7e2e31b7-31f7-443c-acd3-0407fb9d1831.jpeg?aki_policy=small,22/05/2023,Not Specified,False,False
LONLIS402,16488060,1,1,2,Charing cross Apartment in Central London,Private room in condo,private_room,http://airbnb.com/rooms/16488060,https://a0.muscache.com/im/pictures/miso/Hosting-16488060/original/94517182-ec84-47ec-966b-ad7bf89f44bd.jpeg?aki_policy=small,31/07/2023,Not Specified,False,False
LONLIS403,44042919,1,1,2,Cosy nest in the heart of Soho,Entire rental unit,entire_home,http://airbnb.com/rooms/44042919,https://a0.muscache.com/im/pictures/5e5af510-8073-4851-aa32-51a74691e904.jpg?aki_policy=small,31/07/2023,flexible,False,False
LONLIS404,9.18784E+17,1,1,2,D.S Luxury Ensuit Soho-1,Entire home,entire_home,http://airbnb.com/rooms/918783551182286351,https://a0.muscache.com/im/pictures/miso/Hosting-918783551182286351/original/d3793d3a-fc2b-415e-adb7-73e56dca2f80.jpeg?aki_policy=small,01/08/2023,Not Specified,False,False
LONLIS405,6.88241E+17,3,1,6,"CENTRAL LONDON Whole 3 bedroom flat, Euston, zone1",Entire condo,entire_home,http://airbnb.com/rooms/688240595628551058,https://a0.muscache.com/im/pictures/bc980450-c271-453b-a3b4-8b38f345c961.jpg?aki_policy=small,18/01/2023,Not Specified,False,False
LONLIS406,9.22432E+17,1,1,4,Super Central Budget London Flat,Entire rental unit,entire_home,http://airbnb.com/rooms/922432039303706840,https://a0.muscache.com/im/pictures/miso/Hosting-922432039303706840/original/d66e7d68-4178-4dd0-968f-68806e524cb7.jpeg?aki_policy=small,01/08/2023,Not Specified,False,False
LONLIS407,45685907,Studio,1,4,STUDIO EUSTON STATION 1,Entire rental unit,entire_home,http://airbnb.com/rooms/45685907,https://a0.muscache.com/im/pictures/9c68a2e5-5506-4fbd-ad63-f01bc095fcfb.jpg?aki_policy=small,23/04/2022,moderate,False,False
LONLIS408,13791264,Studio,1,2,Spacious Double Studio Flat in Hampstead NW3,Entire rental unit,entire_home,http://airbnb.com/rooms/13791264,https://a0.muscache.com/im/pictures/miso/Hosting-13791264/original/51bed5f5-a27f-485b-81bd-a7aa41bcf28d.jpeg?aki_policy=small,31/07/2023,flexible,False,False
LONLIS409,8.33674E+17,1,1,1,Double room available till 30th March,Private room in home,private_room,http://airbnb.com/rooms/833673639812429769,https://a0.muscache.com/im/pictures/miso/Hosting-833673639812429769/original/14895591-0923-42a9-8918-1201dc75b99e.jpeg?aki_policy=small,22/05/2023,Not Specified,False,False
LONLIS410,40716631,1,2,1,Cosy living room for rent,Shared room in home,shared_room,http://airbnb.com/rooms/40716631,https://a0.muscache.com/im/pictures/610b3bbf-1b7b-4640-a62e-7d7ddac5eea0.jpg?aki_policy=small,23/04/2022,moderate,False,False
LONLIS411,36656311,5,2,11,Luxurious 5 bedroom House with free parking,Entire home,entire_home,http://airbnb.com/rooms/36656311,https://a0.muscache.com/im/pictures/miso/Hosting-36656311/original/b29f2be1-9ef2-4123-a8f5-caa02c16ecd4.jpeg?aki_policy=small,12/12/2022,strict_14_with_grace_period,False,False
LONLIS412,8.61624E+17,5,4,13,Double rooms in Shepherd’s Bush,Private room in home,private_room,http://airbnb.com/rooms/861623970389881413,https://a0.muscache.com/im/pictures/miso/Hosting-861623970389881413/original/ce66499d-0789-47d2-8b16-31c1ce3618ae.jpeg?aki_policy=small,22/05/2023,Not Specified,False,False
LONLIS413,34272592,Studio,1,2," Classy studio in premium street, 2 min to tube",Entire rental unit,entire_home,http://airbnb.com/rooms/34272592,https://a0.muscache.com/im/pictures/ff8a077a-700b-4d09-84b1-4402aab9b9d8.jpg?aki_policy=small,09/10/2022,strict_14_with_grace_period,False,False
