reviewId,numberOfReviews,locationRating,communicationRating,overallRating,accuracyRating,valueRating,checkinRating,cleanlinessRating
LONREV63,6,9,10,4.2,9,8,9,8
LONREV64,5,10,7,3.2,6,6,7,6
LONREV65,8,8,10,4.2,9,9,10,9
LONREV66,8,9,10,4.5,9,9,10,9
LONREV67,9,10,10,5,10,10,10,10
LONREV68,2,10,10,5,10,9,10,10
LONREV69,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV70,4,10,10,4.5,10,10,10,10
LONREV71,1,10,10,5,10,10,10,10
LONREV72,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV73,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV74,9,10,10,4.8,10,10,10,9
LONREV75,12,10,9,4.8,10,10,10,8
LONREV76,1,10,10,5,10,10,10,10
LONREV77,1,10,10,5,10,10,10,10
LONREV78,61,9,10,4.5,9,9,10,9
LONREV79,0,9,9,4,8,7,10,8
LONREV80,5,10,8,3.4,8,8,7,6
LONREV81,2,8,9,4.5,9,8,9,9
LONREV82,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV83,76,9,10,4.9,10,10,10,10
LONREV84,64,9,9,4.2,8,8,8,8
LONREV85,6,7,8,3,6,6,9,7
LONREV86,17,10,10,5,10,9,10,10
LONREV87,16,10,10,5,10,10,10,10
LONREV88,2,10,10,5,10,8,10,9
LONREV89,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV90,22,10,9,4.7,10,9,10,9
LONREV91,2,10,7,3.5,6,6,9,6
LONREV92,1,10,2,1,2,2,10,10
LONREV93,0,10,10,5,10,10,10,10
LONREV94,1,8,10,4,10,8,10,6
LONREV95,13,9,10,4.8,10,10,10,9
LONREV96,1,10,10,5,10,10,10,8
LONREV97,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV98,5,10,10,5,10,10,10,10
LONREV99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV100,5,9,9,4.6,10,8,8,9
LONREV101,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV102,4,10,9,3.8,8,7,9,7
LONREV103,15,10,10,5,10,10,10,10
LONREV104,5,10,10,5,10,10,10,10
LONREV105,1,10,10,4.7,10,9,10,9
LONREV106,1,10,10,5,10,10,10,10
LONREV107,0,10,10,5,10,10,10,0.0
LONREV108,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV109,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV110,4,9,10,5,10,10,10,10
LONREV111,55,10,10,4.9,10,9,10,10
LONREV112,1,9,10,4.6,9,10,9,9
LONREV113,10,9,8,4.1,8,8,8,8
LONREV114,0,10,10,5,10,10,8,0.0
LONREV115,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV116,6,10,10,4.5,9,9,9,10
LONREV117,5,10,10,4.8,10,9,10,10
LONREV118,1,8,8,4,10,8,10,10
LONREV119,0,9,10,4.8,10,9,10,10
LONREV120,26,10,9,4.6,9,9,9,10
LONREV121,9,10,9,4.2,8,8,9,9
LONREV122,11,10,10,4.9,10,10,10,10
LONREV123,8,10,10,4.7,10,10,10,10
LONREV124,1,10,2,1,10,6,2,10
LONREV125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV126,6,9,9,4.5,9,9,10,10
LONREV127,1,10,10,5,10,10,10,10
LONREV128,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV129,1,10,10,5,10,10,10,10
LONREV130,24,8,10,4.2,8,9,10,8
LONREV131,6,9,10,5,10,9,10,9
LONREV132,58,9,9,3.8,8,8,9,7
LONREV133,14,10,9,4.8,10,9,9,0.0
LONREV134,5,10,10,4.8,9,10,9,10
LONREV135,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV136,19,9,9,4.6,9,9,9,10
LONREV137,34,10,10,4.9,10,10,10,10
LONREV138,2,10,10,5,10,10,10,10
LONREV139,13,10,10,4.8,10,10,9,10
LONREV140,32,9,10,4.5,9,9,9,9
LONREV141,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV142,2,10,10,5,10,10,10,10
LONREV143,9,10,9,4.2,9,9,9,9
LONREV144,1,6,10,3,6,4,10,6
LONREV145,5,9,10,4.6,9,9,10,10
LONREV146,0,10,10,4.7,10,9,10,0.0
LONREV147,10,10,10,5,10,10,10,10
LONREV148,6,10,7,2.9,7,5,8,6
LONREV149,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV150,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV151,36,9,9,4.2,9,9,10,8
LONREV152,4,8,8,4.5,9,8,10,9
LONREV153,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV154,4,9,10,5,10,10,10,10
LONREV155,2,9,10,4,10,8,8,8
LONREV156,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV157,1,10,10,5,10,10,10,6
LONREV158,1,10,10,5,10,10,10,10
LONREV159,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV160,1,10,10,5,10,10,10,10
LONREV161,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV162,5,10,10,4.6,10,8,10,9
LONREV163,3,10,7,3.6,7,7,8,7
LONREV164,15,10,10,4.8,10,10,10,9
LONREV165,0,10,10,4.3,9,9,9,0.0
LONREV166,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV167,33,9,8,4.2,9,8,8,8
LONREV168,12,10,10,5,10,10,10,10
LONREV169,3,5,5,2.4,5,6,5,5
LONREV170,0,10,10,5,10,10,10,0.0
LONREV171,11,10,9,4.9,10,9,10,10
LONREV172,1,10,10,5,10,10,10,10
LONREV173,2,10,10,5,10,9,10,10
LONREV174,11,10,10,5,10,9,10,10
LONREV175,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV176,7,10,8,4.3,9,10,8,9
LONREV177,0,10,9,4.5,10,9,9,0.0
LONREV178,88,10,10,4.9,10,10,10,10
LONREV179,1,2,6,3,2,4,4,6
LONREV180,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV181,10,10,10,4.7,10,10,10,9
LONREV182,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV183,3,8,8,1.6,4,3,8,4
LONREV184,13,9,9,4.2,10,8,9,8
LONREV185,0,10,9,4.2,9,8,10,0.0
LONREV186,6,10,10,4.2,9,8,10,7
LONREV187,14,10,10,4.8,9,10,10,10
LONREV188,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV189,13,7,9,3.9,9,8,9,9
LONREV190,1,10,8,5,10,10,10,10
LONREV191,35,10,10,5,10,10,10,10
LONREV192,2,9,10,5,9,9,10,10
LONREV193,75,10,10,4.8,10,10,10,10
LONREV194,4,9,8,4,9,8,8,9
LONREV195,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV196,1,6,8,4,10,8,10,10
LONREV197,4,10,10,4.8,10,10,10,9
LONREV198,40,10,10,4.8,10,9,10,10
LONREV199,3,9,9,3.6,8,8,6,7
LONREV200,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV201,25,10,9,4.4,9,9,9,9
LONREV202,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV203,5,9,10,4.2,8,9,10,8
LONREV204,92,10,10,5,10,10,10,10
LONREV205,8,9,10,4.9,10,10,10,10
LONREV206,12,9,8,3.6,8,7,7,8
LONREV207,12,10,10,4.5,9,9,10,9
LONREV208,23,10,10,4.7,10,10,10,9
LONREV209,32,10,10,4.8,9,9,10,10
LONREV210,5,10,9,4.6,10,10,9,9
LONREV211,2,10,6,3.5,7,7,7,10
LONREV212,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV213,30,9,9,4.4,9,9,9,9
LONREV214,3,9,7,3.6,9,9,7,7
LONREV215,1,10,10,5,10,8,10,10
LONREV216,1,10,10,5,10,10,10,10
LONREV217,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV218,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV219,6,10,10,5,10,10,10,10
LONREV220,19,10,9,4.3,9,9,9,8
LONREV221,52,9,9,4.2,8,8,9,8
LONREV222,2,9,9,4.5,10,9,9,9
LONREV223,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV224,9,10,10,5,10,10,10,10
LONREV225,164,10,10,4.9,10,9,10,10
LONREV226,6,9,10,4.7,10,9,10,10
LONREV227,45,10,10,4.7,9,10,10,9
LONREV228,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV229,21,10,10,5,10,9,10,9
LONREV230,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV231,12,10,10,4.5,10,9,9,10
LONREV232,3,10,10,5,10,9,10,9
LONREV233,6,10,10,4.8,10,10,10,0.0
LONREV234,0,10,10,4.7,10,9,9,0.0
LONREV235,1,8,10,5,10,8,10,8
LONREV236,2,9,9,4.5,10,9,10,10
LONREV237,27,9,9,4.2,9,9,9,8
LONREV238,2,10,10,4.5,10,10,10,10
LONREV239,0,10,10,4.8,10,9,9,10
LONREV240,0,6,6,2.5,5,6,5,5
LONREV241,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV242,34,10,10,4.9,10,9,10,10
LONREV243,0,10,10,5,10,10,10,0.0
LONREV244,0,9,10,4.2,9,9,10,0.0
LONREV245,23,9,10,5,10,10,10,10
LONREV246,64,9,10,4.8,10,10,10,9
LONREV247,3,10,9,4.8,10,10,10,10
LONREV248,5,9,10,5,10,10,10,10
LONREV249,2,10,10,5,10,10,10,0.0
LONREV250,11,10,9,4.5,9,9,10,9
LONREV251,4,10,10,4.5,10,10,10,9
LONREV252,18,9,9,4,9,8,9,9
LONREV253,1,10,10,5,8,10,8,8
LONREV254,14,10,10,4.5,10,9,10,8
LONREV255,5,9,10,4.6,9,9,10,9
LONREV256,3,10,10,5,10,10,10,10
LONREV257,9,9,10,4.3,9,9,8,9
LONREV258,18,10,9,4.7,10,10,10,10
LONREV259,1,10,10,5,10,10,10,10
LONREV260,1,10,10,5,10,10,10,10
LONREV261,2,9,10,5,10,9,10,9
LONREV262,3,10,10,4.3,9,9,10,9
LONREV263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV264,9,10,10,4.9,10,10,10,9
LONREV265,11,9,9,4,8,7,9,8
LONREV266,4,10,10,5,9,9,10,7
LONREV267,12,9,10,4.5,9,9,9,9
LONREV268,5,10,10,5,10,10,10,10
LONREV269,60,10,10,4.7,10,9,10,9
LONREV270,3,8,8,4.3,8,7,10,9
LONREV271,1,2,2,1,2,2,2,2
LONREV272,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV273,21,9,9,4.3,9,9,10,9
LONREV274,21,9,9,4.3,9,9,10,8
LONREV275,5,10,10,4.6,9,9,10,9
LONREV276,4,10,10,4.8,10,10,10,10
LONREV277,16,9,10,4.5,10,9,9,9
LONREV278,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV279,1,10,10,5,10,10,10,10
LONREV280,2,9,10,5,10,9,9,10
LONREV281,0,10,10,5,10,10,10,0.0
LONREV282,1,10,10,5,10,10,10,10
LONREV283,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV284,12,9,10,4.8,9,9,10,9
LONREV285,1,10,10,5,10,10,10,10
LONREV286,24,10,10,4.8,10,9,9,10
LONREV287,14,9,9,4.7,10,9,9,10
LONREV288,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV289,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV290,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV291,1,8,10,4,8,10,10,10
LONREV292,6,9,10,5,10,10,10,10
LONREV293,5,10,10,4.8,10,10,10,9
LONREV294,7,10,10,5,10,10,10,9
LONREV295,7,10,10,4.8,10,9,10,9
LONREV296,1,10,10,5,10,10,10,10
LONREV297,1,10,10,5,10,10,10,10
LONREV298,0,10,10,5,10,10,10,0.0
LONREV299,2,9,8,4.5,10,9,10,9
LONREV300,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV301,69,9,8,4.4,9,9,9,9
LONREV302,1,10,10,5,10,10,10,8
LONREV303,6,10,10,4.8,10,9,10,10
LONREV304,13,9,9,4.3,8,9,9,8
LONREV305,38,10,9,4.5,10,9,10,9
LONREV306,11,10,10,5,10,9,10,10
LONREV307,1,10,10,5,10,10,10,10
LONREV308,2,10,10,3.5,7,7,8,5
LONREV309,0,9,10,4.8,10,9,10,9
LONREV310,75,9,9,4.3,9,9,9,9
LONREV311,1,10,10,5,10,10,10,10
LONREV312,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV313,0,10,10,4.8,10,10,10,10
LONREV314,13,9,9,4.2,8,8,9,9
LONREV315,9,9,10,4.7,10,10,10,10
LONREV316,4,10,10,4.8,10,10,10,10
LONREV317,6,7,9,4.2,9,8,8,9
LONREV318,0,10,10,5,10,10,10,10
LONREV319,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV320,1,10,10,5,10,10,10,10
LONREV321,132,10,10,5,10,10,10,10
LONREV322,18,9,9,4.7,9,9,9,9
LONREV323,8,10,10,4.5,10,9,10,9
LONREV324,84,10,10,4.7,9,10,10,10
LONREV325,25,10,9,4.3,9,9,9,9
LONREV326,8,10,10,4.8,9,10,8,9
LONREV327,0,9,9,4.5,9,9,9,0.0
LONREV328,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV329,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV330,134,10,9,4.7,10,9,9,9
LONREV331,3,10,10,5,9,9,10,10
LONREV332,17,10,10,4.7,10,9,10,10
LONREV333,133,9,9,4.5,9,8,7,8
LONREV334,10,10,9,4.7,10,10,9,9
LONREV335,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV336,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV337,33,9,10,4.8,10,10,10,10
LONREV338,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV339,6,10,10,5,10,10,9,10
LONREV340,16,9,9,4,9,8,9,8
LONREV341,11,9,9,4,9,8,9,8
LONREV342,2,10,10,5,10,10,10,10
LONREV343,8,10,10,5,10,10,10,10
LONREV344,0,10,10,4.8,10,9,10,0.0
LONREV345,15,9,9,4.5,9,9,10,9
LONREV346,1,10,10,5,10,10,10,10
LONREV347,2,6,6,3,6,5,6,6
LONREV348,3,9,10,5,10,9,9,9
LONREV349,26,9,9,3.8,8,8,8,7
LONREV350,17,10,10,5,10,10,10,10
LONREV351,3,7,7,3.4,7,6,7,6
LONREV352,157,10,10,4.5,10,9,10,9
LONREV353,4,9,10,4.2,9,9,10,9
LONREV354,22,10,10,4.8,10,9,10,9
LONREV355,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV356,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV357,2,10,10,5,10,10,10,10
LONREV358,12,9,10,4.4,9,9,10,9
LONREV359,35,10,10,4.8,10,9,10,10
LONREV360,52,10,9,4.2,9,9,10,8
LONREV361,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV362,10,10,9,4.7,10,9,10,10
LONREV363,7,9,9,4.3,10,8,10,9
LONREV364,1,10,10,5,10,10,10,10
LONREV365,25,10,10,4.9,10,10,10,9
LONREV366,5,9,9,4.2,9,8,9,9
LONREV367,8,10,10,5,10,10,10,10
LONREV368,11,9,10,4.8,9,10,9,9
LONREV369,3,9,9,4.3,9,8,8,9
LONREV370,1,8,10,5,10,10,10,8
LONREV371,27,9,9,4,8,8,9,8
LONREV372,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV373,1,10,10,5,10,10,10,10
LONREV374,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV375,23,10,9,4.2,9,9,8,8
LONREV376,10,10,10,4.9,9,10,10,10
LONREV377,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV378,38,10,10,4.7,9,9,10,9
LONREV379,1,10,10,5,10,10,10,10
LONREV380,3,9,10,5,10,10,10,10
LONREV381,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV382,1,10,10,5,8,10,10,8
LONREV383,18,10,9,4.7,10,9,10,9
LONREV384,32,10,10,4.8,9,9,10,10
LONREV385,1,10,10,4,10,8,8,10
LONREV386,59,9,9,4.3,9,9,9,8
LONREV387,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV388,8,9,9,3.8,8,8,9,8
LONREV389,3,10,9,5,10,9,10,10
LONREV390,6,10,10,5,10,10,10,10
LONREV391,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV392,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV393,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV394,8,9,10,4.4,10,10,10,9
LONREV395,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV396,7,10,10,4.5,9,9,9,9
LONREV397,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV398,1,6,10,4,8,8,8,10
LONREV399,14,10,10,4.8,10,10,10,10
LONREV400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV401,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV402,44,10,9,4.2,9,9,9,8
LONREV403,8,10,10,4.8,10,10,10,10
LONREV404,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV405,6,8,10,4.3,10,8,9,8
LONREV406,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV407,10,10,9,3.5,8,7,9,8
LONREV408,6,10,9,4.5,9,8,10,9
LONREV409,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV410,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV411,15,9,10,4.8,10,10,10,9
LONREV412,1,8,10,5,6,8,10,8
LONREV413,18,10,10,4.8,9,9,10,10
LONREV414,1,10,10,5,10,10,10,10
LONREV415,0,8,10,5,10,10,10,10
LONREV416,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV417,24,9,10,4.2,8,8,10,8
LONREV418,19,9,10,4.3,9,9,10,9
LONREV419,16,9,9,3.9,8,8,9,7
LONREV420,172,10,8,4.3,9,8,9,8
LONREV421,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV422,47,9,9,4.6,9,9,10,10
LONREV423,0,10,9,4.5,9,9,10,9
LONREV424,14,10,9,4.8,9,9,10,9
LONREV425,8,10,9,4.2,9,8,9,9
LONREV426,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV427,2,10,10,5,10,10,10,10
LONREV428,2,10,10,5,10,10,10,10
LONREV429,4,10,10,4.5,10,10,10,10
LONREV430,3,9,10,4.7,10,9,10,10
LONREV431,1,10,10,5,10,10,10,10
LONREV432,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV433,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV434,12,10,10,4.8,10,9,10,10
LONREV435,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV436,2,10,10,4.5,9,8,10,10
LONREV437,3,8,10,3.4,9,7,9,7
LONREV438,1,6,10,5,10,10,10,10
LONREV439,58,9,9,4.1,9,8,10,8
LONREV440,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV441,7,10,10,4.7,10,9,10,9
LONREV442,7,10,10,5,10,10,10,10
LONREV443,3,10,10,4.3,9,8,10,9
LONREV444,32,10,10,4.7,10,10,10,9
LONREV445,38,10,10,4.8,10,9,10,10
LONREV446,7,10,10,4.8,10,10,9,9
LONREV447,50,9,9,4.3,9,8,9,9
LONREV448,1,8,2,1,6,2,8,4
LONREV449,9,10,10,4.9,10,9,10,10
LONREV450,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV451,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV452,32,10,10,5,10,10,10,10
LONREV453,2,6,6,3,6,6,6,6
LONREV454,2,10,10,5,10,8,10,9
LONREV455,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV456,7,10,10,4.8,10,9,9,10
LONREV457,1,9,10,4.8,10,9,10,0.0
LONREV458,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV459,5,10,10,5,10,10,10,0.0
LONREV460,9,10,10,4.8,10,9,10,10
LONREV461,15,8,8,4,8,8,9,8
LONREV462,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV463,166,10,10,4.4,9,9,10,9
LONREV464,12,10,9,4.5,9,9,9,9
LONREV465,2,10,10,5,10,10,10,10
LONREV466,5,10,10,5,10,10,10,10
LONREV467,26,9,9,4.2,8,8,10,9
LONREV468,2,10,10,5,10,10,10,10
LONREV469,4,10,9,4.8,10,9,9,10
LONREV470,3,10,10,5,10,10,10,10
LONREV471,100,9,10,4.8,9,9,10,9
LONREV472,28,9,9,4.5,10,9,9,9
LONREV473,5,9,9,4.6,9,9,9,9
LONREV474,0,4,4,2,2,2,6,6
LONREV475,12,10,10,4.8,10,9,10,10
LONREV476,10,9,10,4.8,9,9,10,10
LONREV477,16,8,9,4,8,8,9,8
LONREV478,0,10,10,4.8,9,9,10,9
LONREV479,0,10,8,2,2,4,4,2
LONREV480,4,9,10,4.2,9,9,10,8
LONREV481,3,8,9,3,5,6,8,7
LONREV482,36,9,9,4.2,8,8,9,9
LONREV483,1,10,10,5,10,10,10,8
LONREV484,8,10,10,4.5,9,10,10,9
LONREV485,13,10,10,4.7,10,9,10,8
LONREV486,1,10,10,5,10,10,10,8
LONREV487,17,9,8,4.1,8,8,8,9
LONREV488,0,10,10,5,10,10,10,0.0
LONREV489,1,6,10,5,10,8,10,10
LONREV490,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV491,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONREV492,1,10,10,5,10,10,10,10
LONREV493,22,10,10,5,10,9,10,10
LONREV494,2,10,10,5,10,10,10,9
LONREV495,3,8,9,4,7,7,7,7
LONREV496,5,10,10,5,10,10,10,10
LONREV497,3,9,10,4.3,9,9,9,8
LONREV498,9,10,9,4,9,8,9,8
LONREV499,7,10,9,4.8,10,9,10,10
LONREV500,2,8,7,4,8,8,9,8
MIAREV1,246,10,10,4.5,10,10,10,10
MIAREV2,81,10,10,5,10,10,10,10
MIAREV3,227,8,9,4.5,9,9,10,9
MIAREV4,90,10,10,5,10,9,10,10
MIAREV5,108,10,10,5,10,10,9,10
MIAREV6,5,10,10,5,10,9,10,9
MIAREV7,132,10,10,4.5,9,9,9,9
MIAREV8,1,10,10,4.5,9,9,10,9
MIAREV9,18,10,10,5,10,9,10,10
MIAREV10,42,9,10,5,10,9,10,10
MIAREV11,217,9,10,5,10,9,10,10
MIAREV12,43,8,10,4.5,9,9,10,9
MIAREV13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIAREV14,85,10,9,4.5,9,9,9,9
MIAREV15,21,10,10,5,10,10,10,10
MIAREV16,46,9,10,4.5,10,9,10,9
MIAREV17,330,10,9,5,10,9,10,10
MIAREV18,204,10,10,5,10,9,10,9
MIAREV19,86,10,10,4.5,10,9,10,9
MIAREV20,10,10,10,4.5,9,10,8,10
MIAREV21,47,10,9,4.5,9,9,9,9
MIAREV22,28,9,10,5,10,10,10,10
MIAREV23,76,9,10,4.5,9,9,10,9
MIAREV24,137,10,10,5,10,9,9,9
MIAREV25,85,7,9,4,8,7,9,8
MIAREV26,48,10,9,4.5,9,9,10,9
MIAREV27,28,10,10,5,10,9,10,10
MIAREV28,14,10,10,5,10,9,10,10
MIAREV29,120,9,9,4.5,8,9,9,8
MIAREV30,1,10,10,0.0,10,10,10,10
MIAREV31,22,10,10,5,10,10,10,10
MIAREV32,108,10,9,5,10,9,10,9
MIAREV33,20,10,10,4.5,10,9,10,9
MIAREV34,67,10,9,4.5,9,9,9,9
MIAREV35,3,10,10,5,10,10,10,10
MIAREV36,24,10,10,4.5,9,9,10,8
MIAREV37,65,8,9,4.5,9,9,10,9
MIAREV38,7,9,9,4.5,10,9,7,9
MIAREV39,41,10,10,5,10,9,10,10
MIAREV40,96,10,9,4.5,9,9,9,10
MIAREV41,29,10,10,5,10,10,10,10
MIAREV42,154,10,9,4.5,10,9,10,9
MIAREV43,175,10,10,5,10,9,10,10
MIAREV44,157,10,9,5,9,9,9,9
MIAREV45,167,10,10,4.5,10,9,9,9
MIAREV46,289,10,10,5,10,10,10,10
MIAREV47,47,10,10,5,9,9,9,9
MIAREV48,210,9,10,4.5,10,10,10,10
MIAREV49,2,10,10,0.0,10,10,10,10
MIAREV50,98,10,9,4.5,9,9,9,9
MIAREV51,21,10,10,5,10,10,9,10
MIAREV52,88,9,9,4.5,9,9,9,9
MIAREV53,13,9,9,4.5,9,9,9,9
MIAREV54,69,9,9,4.5,9,9,10,10
MIAREV55,37,10,9,4.5,9,9,9,10
MIAREV56,110,10,9,4.5,9,9,9,9
MIAREV57,50,10,10,5,10,10,10,10
MIAREV58,115,9,10,5,10,10,10,10
MIAREV59,82,10,9,4.5,9,9,9,9
MIAREV60,3,5,4,2.5,5,5,4,6
MIAREV61,93,10,10,5,10,9,10,10
MIAREV62,72,10,9,4.5,9,9,9,8
MIAREV63,57,9,9,4.5,9,9,9,9
MIAREV64,24,10,9,4.5,9,9,10,10
MIAREV65,0,10,10,4.5,10,10,10,0.0
MIAREV66,3,10,10,5,10,10,10,10
MIAREV67,99,10,10,5,10,10,10,10
MIAREV68,9,10,10,5,10,9,9,10
MIAREV69,47,10,10,5,10,10,10,10
MIAREV70,114,10,10,5,10,9,10,10
MIAREV71,3,10,10,5,10,10,10,10
MIAREV72,104,10,10,5,10,10,10,10
MIAREV73,60,10,10,5,10,10,10,10
MIAREV74,188,10,10,5,10,10,9,10
MIAREV75,147,10,10,4.5,9,9,10,9
MIAREV76,7,10,9,4.5,9,9,10,9
MIAREV77,72,10,10,5,10,10,10,10
MIAREV78,24,10,10,5,10,9,10,10
MIAREV79,29,10,10,5,10,10,10,10
MIAREV80,9,10,10,5,10,10,10,10
MIAREV81,4,10,10,5,10,10,10,10
MIAREV82,35,10,9,4.5,10,9,10,9
MIAREV83,111,8,9,4.5,9,8,10,9
MIAREV84,9,10,10,5,10,9,10,10
MIAREV85,87,8,10,4.5,9,9,10,9
MIAREV86,301,9,10,5,10,9,10,10
MIAREV87,69,10,10,4.5,9,9,10,9
MIAREV88,9,10,10,4.5,9,9,10,8
MIAREV89,28,10,10,5,10,10,10,10
MIAREV90,77,10,10,5,10,10,10,10
MIAREV91,145,9,9,4.5,9,9,10,10
MIAREV92,143,9,10,5,9,9,10,9
MIAREV93,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIAREV94,61,10,10,5,10,10,10,10
MIAREV95,5,8,8,4,8,8,10,8
MIAREV96,70,10,10,5,10,10,9,10
MIAREV97,108,9,10,5,10,9,10,10
MIAREV98,30,9,9,4.5,9,8,9,8
MIAREV99,34,10,10,5,10,9,10,10
MIAREV100,95,10,9,4.5,9,9,8,9
MIAREV101,9,10,10,4.5,10,9,10,9
MIAREV102,107,10,10,5,10,10,10,10
MIAREV103,4,10,9,5,10,9,10,10
MIAREV104,0,9,10,5,10,10,10,10
MIAREV105,1,10,10,0.0,10,8,10,10
MIAREV106,60,10,9,4.5,9,9,9,9
MIAREV107,22,10,10,5,10,10,10,10
MIAREV108,143,10,10,5,10,9,9,10
MIAREV109,11,10,9,5,10,9,9,10
MIAREV110,5,10,10,5,10,10,10,10
